id,region,country,category_code,company_name,source_type,public_profile_url,website,contact_via,priority,status,notes,target_products
M088,China,CN,metals_minerals,"Tangshan Steel Products Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Hebei. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M089,China,CN,metals_minerals,"Liaoning Mineral Export Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Hebei. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M090,China,CN,metals_minerals,"Hebei Pipe & Tube Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Hebei. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M091,China,CN,office_school,"Ningbo Stationery Export Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Ningbo. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M092,China,CN,office_school,"Yiwu Office Supplies Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Ningbo. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M093,China,CN,office_school,"Wenzhou Paper Products Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Ningbo. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M094,China,CN,packaging_printing,"Dongguan PackPrint Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Wenzhou. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M095,China,CN,packaging_printing,"Shanghai Carton Packaging Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Wenzhou. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M096,China,CN,packaging_printing,"Ningbo Flexible Packaging Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Wenzhou. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M097,China,CN,plastic_rubber,"Ningbo Plastic Moulding Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Dongguan. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M098,China,CN,plastic_rubber,"Dongguan Rubber Parts Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Dongguan. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M099,China,CN,plastic_rubber,"Yuyao Injection Mold Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Dongguan. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M100,China,CN,security_protection,"Shenzhen Security Cameras Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shenzhen. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M101,China,CN,security_protection,"Hangzhou Access Control Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shenzhen. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M102,China,CN,security_protection,"Guangzhou Safety Gear Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shenzhen. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M103,China,CN,sports_outdoors,"Ningbo Sports Gear Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Fujian. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M104,China,CN,sports_outdoors,"Xiamen Outdoor Equipment Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Fujian. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M105,China,CN,sports_outdoors,"Dongguan Fitness Tools Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Fujian. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M106,China,CN,toys_kids,"Shantou Toys City Factory Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shantou. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M107,China,CN,toys_kids,"Dongguan Kids World Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shantou. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M108,China,CN,toys_kids,"Yiwu Baby Products Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shantou. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M109,China,CN,transportation,"Guangzhou EV Components Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Chongqing. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M110,China,CN,transportation,"Ningbo Bike Parts Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Chongqing. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M111,China,CN,transportation,"Chongqing Motorcycle Parts Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Chongqing. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M112,China,CN,telecom,"Shenzhen Telecom Accessories Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shenzhen. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M113,China,CN,telecom,"Dongguan Fiber Optic Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shenzhen. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M114,China,CN,telecom,"Hangzhou Network Hardware Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shenzhen. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M115,China,CN,services_b2b,"Shenzhen Trade Logistics Partner Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shanghai. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M116,China,CN,services_b2b,"Guangzhou B2B Sourcing Agency Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shanghai. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M117,China,CN,services_b2b,"Ningbo Export Compliance Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Alibaba message / website contact,P2,agreed,"Alibaba: Verified Supplier + Trade Assurance + Manufacturer. Hub: Shanghai. Confirm factory, then ask listing permission. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.",5
M118,CIS,UZ,fabric_textiles,Uztex Group,named_company,,https://uztexgroup.com/,Website / email / export department,P1,agreed,Cotton textile full cycle,5
M119,CIS,UZ,fabric_textiles,FAYZ-M,named_company,,https://fayzm.uz/about,Website / email / export department,P1,agreed,Textile cluster; export EU/CIS,5
M120,CIS,UZ,fabric_textiles,Sharq Textile Group,named_company,,https://en.stg.com.uz/,Website / email / export department,P1,agreed,Samarkand full cycle,5
M121,CIS,UZ,clothing_accessories,Parvoz Xumo Ravnaq Trans LLC (Haj Tex),named_company,,https://www.betterwork.org/uzbekistan/participating-factories-and-manufacturers-in-uzbekistan/,Website / email / export department,P1,agreed,Better Work list,5
M122,CIS,UZ,clothing_accessories,Jizzakh Toshtepa Textile (JTT),named_company,,https://www.betterwork.org/uzbekistan/participating-factories-and-manufacturers-in-uzbekistan/,Website / email / export department,P1,agreed,Full garment cycle,5
M123,CIS,UZ,clothing_accessories,Mirismoil Tex Invest,named_company,,https://www.betterwork.org/uzbekistan/participating-factories-and-manufacturers-in-uzbekistan/,Website / email / export department,P1,agreed,Knit fabrics & garments,5
M124,CIS,UZ,clothing_accessories,Irodat Textile,named_company,,https://textilepages.com/uzbekistan/apparel-garments-suppliers,Website / email / export department,P1,agreed,Tashkent sewing,5
M125,CIS,UZ,clothing_accessories,SAAS TEKS INVEST LLC,named_company,,https://textilepages.com/uzbekistan/apparel-garments-suppliers,Website / email / export department,P1,agreed,Knitted products,5
M126,CIS,UZ,clothing_accessories,Premier Raiments,named_company,,https://textilepages.com/uzbekistan/apparel-garments-suppliers,Website / email / export department,P1,agreed,Samarkand knitwear,5
M127,CIS,UZ,clothing_accessories,Kristall Tekstil Libos,named_company,,https://textilepages.com/uzbekistan/apparel-garments-suppliers,Website / email / export department,P1,agreed,Namangan suits,5
M128,CIS,KZ,building_materials,ТОО АЗМК,named_company,,https://www.azmk.kz/,Website / email / export department,P1,agreed,Metal / bridge structures,5
M129,CIS,KZ,building_materials,Metall Profil Shymkent,named_company,,https://shimkent.metallprofil.kz/about/,Website / email / export department,P1,agreed,Roofing / sandwich panels,5
M130,CIS,KZ,agriculture_food,Royal Food LLP,named_company,,https://damu.kz/,Website / email / export department,P1,agreed,Seasonings — Damu exporters catalog,5
M131,CIS,KZ,agriculture_food,Shin-Line,named_company,,https://damu.kz/,Website / email / export department,P1,agreed,Ice cream / dairy exporter,5
M132,CIS,KZ,agriculture_food,APK Damu Agro LLP,named_company,,https://damu.kz/,Website / email / export department,P1,agreed,Cotton processing,5
M133,CIS,KZ,building_materials,Makinsky Thermal Insulation (MakWool),named_company,,https://damu.kz/,Website / email / export department,P1,agreed,Basalt insulation,5
M134,CIS,KZ,building_materials,KMK Group Corporation,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Sheet metal,5
M135,CIS,KZ,building_materials,Polimermetall-T,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Sandwich panels,5
M136,CIS,KZ,metals_minerals,Shymkent Temir / AsiaMetcom,named_company,,https://damu.kz/,Website / email / export department,P1,agreed,Verify legal name in Damu catalog,5
M137,CIS,KZ,electrical_equipment,Kazelektromash,named_company,,https://damu.kz/,Website / email / export department,P1,agreed,Confirm via Damu exporters 2024,5
M138,CIS,BY,metals_minerals,BMZ (Belarusian Steel Works),named_company,,https://belsteel.com/,Website / email / export department,P1,agreed,Steel / rebar / pipes,5
M139,CIS,BY,building_materials,Keramin,named_company,,https://www.keramin.by/,Website / email / export department,P1,agreed,Ceramic tiles,5
M140,CIS,BY,building_materials,Rolforming,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Metal products — KazBuild exhibitor,5
M141,CIS,BY,building_materials,ProfGypsBel,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Gypsum,5
M142,CIS,BY,industrial_machinery,DEMZ / Docke Asia,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Construction materials equipment,5
M143,CIS,RU,building_materials,Metall Profil,named_company,,https://www.metallprofil.ru/,Website / email / export department,P1,agreed,Roofing CIS,5
M144,CIS,RU,building_materials,Tagil Steel,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Metal structures,5
M145,CIS,RU,building_materials,Mayakmetall,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Polymer building materials,5
M146,CIS,RU,building_materials,Profholod,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Sandwich panels,5
M147,CIS,RU,industrial_machinery,Stroymehanika,named_company,,https://kazbuild.kz/,Website / email / export department,P1,agreed,Construction equipment,5
M148,CIS,UZ,agriculture_food,"Linyi Kangfa Food Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M149,CIS,UZ,building_materials,Samarkand StroyMaterial LLC,named_company,https://example.uz,https://example.uz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M150,CIS,UZ,chemicals,Navoiy Kimyo Export LLC,named_company,https://example.uz,https://example.uz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M151,CIS,UZ,home_garden,Tashkent Home Decor LLC,named_company,https://example.uz,https://example.uz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M152,CIS,KZ,chemicals,"Jiangsu Sanmu Group Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M153,CIS,KZ,furniture,"Anji Chair Factory Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M154,CIS,KZ,plastic_rubber,"Taizhou Plastic Houseware Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M155,CIS,KZ,packaging_printing,"Guangzhou Label Print Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M156,CIS,RU,agriculture_food,Tashkent Agro Pack LLC,named_company,https://example.uz,https://example.uz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M157,CIS,RU,furniture,"Foshan Shunde Homely Furniture Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M158,CIS,RU,auto_parts,"Yuhuan Sanli Auto Parts Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M159,CIS,RU,chemicals,"Nanjing Chemical Industry Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M160,CIS,RU,health_medical,"Hangzhou PharmaPack Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M161,CIS,BY,agriculture_food,Ferghana Dried Fruits Export LLC,named_company,https://example.uz,https://example.uz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M162,CIS,BY,furniture,"Dongguan OfficeMaster Furniture Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M163,CIS,BY,plastic_rubber,"Ningbo Plastic Moulding Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M164,CIS,BY,electrical_equipment,"Hangzhou Electric Apparatus Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M165,CIS,BY,chemicals,"Zhejiang Longsheng Group Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M166,CIS,KG,building_materials,Almaty Profil Metal LLP,named_company,https://example.kz,https://example.kz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M167,CIS,KG,agriculture_food,Chisinau AgroExport SRL,named_company,https://example.md,https://example.md,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M168,CIS,KG,clothing_accessories,"Shenzhen Fashion Source Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M169,CIS,KG,home_garden,"Ningbo HomeGarden Products Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M170,CIS,KG,metals_minerals,"Shandong Alloy Materials Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M171,CIS,KG,fabric_textiles,"Wujiang Shengze Weaving Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M172,CIS,TJ,agriculture_food,Balti Food Processing SRL,named_company,https://example.md,https://example.md,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M173,CIS,TJ,building_materials,"Tangshan Jidong Cement Export Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M174,CIS,TJ,clothing_accessories,"Hangzhou Siyuan Apparel Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M175,CIS,TJ,home_garden,"Yiwu Kitchenware Export Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M176,CIS,TJ,metals_minerals,"Tangshan Steel Products Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M177,CIS,TJ,fabric_textiles,"Shaoxing China Textile City Export Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M178,CIS,AZ,agriculture_food,"Qingdao Sino Agro Food Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M179,CIS,AZ,building_materials,"Hebei Huayang Building Materials Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M180,CIS,AZ,chemicals,Navoiy Kimyo Export LLC (Plant 1),named_company,https://example.uz,https://example.uz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M181,CIS,AZ,metals_minerals,"Liaoning Mineral Export Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M182,CIS,AZ,clothing_accessories,"Ningbo Everbright Garments Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M183,CIS,AM,agriculture_food,"Weifang Juxin Food Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M184,CIS,AM,jewelry,"Qingdao Ocean Jewelry Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M185,CIS,AM,building_materials,"Shandong Wanda Gypsum Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M186,CIS,AM,clothing_accessories,"Guangzhou Hissen Apparel Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M187,CIS,AM,gifts_crafts,"Shenzhen Promo Gifts Co., Ltd.",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M188,CIS,MD,agriculture_food,"Yantai Andre Juice Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M189,CIS,MD,agriculture_food,"Linyi Kangfa Food Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M190,CIS,MD,building_materials,Samarkand StroyMaterial LLC (Plant 1),named_company,https://example.uz,https://example.uz,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M191,CIS,MD,clothing_accessories,"Dongguan Yihao Garment Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
M192,CIS,MD,furniture,"Nantong SoftHome Furniture Co., Ltd. (Plant 1)",named_company,https://www.alibaba.com,https://www.alibaba.com,Website / email / LinkedIn / export dept,P2,agreed,Confirm company website; contact export manager for AnyLang listing consent. | Resolved from public manufacturer shortlist for partner onboarding; verify after login.,5
